【阿黨比周】	相互勾結，相互偏袒，結黨營私。
【放情丘壑】	謂縱情遊山玩水，不以世務為念。丘壑，泛指山水。
【放任自流】	不加約束，任憑其自然發展。
【放下屠刀，立地成佛】	佛教語，謂停止作惡，立成正果。後比喻只要真心改惡從善，就可成為好人。
【放心解體】	指人心離散、瓦解。
【放心托膽】	形容毫無顧慮。
【放言高論】	謂毫無顧忌地大發議論。
【放意肆志】	縱情而無所顧忌。
【放鷹逐犬】	指打獵。
【放魚入海】	比喻放走敵人，留下禍根。
【放之四海而皆準】	用到任何地方、任何方面都可作為準則。語本《禮記·祭義》：“夫孝……推而放諸東海而準，推而放諸西海而準，推而放諸南海而準，推而放諸北海而準”。鄭玄註：“放，猶至也。準，猶平也”。
【放諸四海而皆準】	見“放之四海而皆準”。
【放縱不羈】	謂恣意行事，不受約束。
【放縱不拘】	見“放縱不羈”。
【飛蒼走黃】	指打獵。蒼，蒼鷹。黃，黃狗。
【飛芻輓粟】	同“飛芻輓粟”。
【飛芻輓粒】	同“飛芻輓粟”。
【飛芻輓糧】	同“飛芻輓粟”。
【飛芻輓粟】	謂迅速運送糧草。
【飛芻輓粟】	謂迅速運送糧草。
【飛芻轉餉】	同“飛芻輓粟”。
【飛短流長】	見“飛流短長”。
【飛蛾赴火】	比喻不惜犧牲而有所作為，或自尋死路，自取滅亡。
【飛蛾赴焰】	見“飛蛾赴火”。
【飛蛾赴燭】	見“飛蛾赴火”。
【飛蛾撲火】	見“飛蛾投火”。
【飛蛾投火】	晉支曇諦《赴火蛾賦》：“悉達有言曰：‘愚人貧身，如蛾投火。’誠哉斯言，信而有徵也……燭耀庭宇，燈朗幽房，紛紛群飛，翩翩來翔，赴飛焰而體燋，投煎膏而身亡。”後多以“飛蛾投火”比喻自尋死路，自取滅亡。
【飛觥獻斝】	頻頻傳杯。
【飛觥走斝】	指宴飲的酒器。
【飛鴻雪爪】	見“飛鴻印雪”。
【飛鴻印雪】	語本宋蘇軾《和子由澠池懷舊》：“人生到處知何似？應似飛鴻踏雪泥。”後因以“飛鴻印雪”比喻事情經過所留下的痕跡。
【飛黃騰達】	見“飛黃騰踏”。
【飛黃騰踏】	形容馬的飛馳。後多比喻官職地位升得很快。
【飛來橫禍】	意想不到的災禍。
【飛糧輓秣】	同“飛芻輓粟”。
【飛流短長】	散佈謠言，惡意中傷。
【飛龍在天】	比喻帝王在位。語本《易·乾》：“九五，飛龍在天，利見大人。”孔穎達疏：“謂有聖德之人得居王位。”
【飛鸞翔鳳】	謂英俊才識之士。
【飛米轉芻】	又作：飛芻輓粟。
【飛謀釣謗】	亦作“飛謀薦謗”。以流言蜚語陰相攻訐。
【飛謀薦謗】	見“飛謀釣謗”。
【飛鳥依人】	形容可親可愛的樣子。
【飛禽走獸】	飛翔的鳥，奔走的獸。泛指鳥類和獸類。
【飛沙揚礫】	見“飛沙走礫”。
【飛沙走礫】	沙土飛揚，小石塊滾動。形容風勢猛烈。
【飛沙走石】	沙土飛揚，石塊滾動。形容風力迅猛。
【飛砂揚礫】	見“飛沙走礫”。
【飛砂轉石】	同“飛沙走石”。
【飛砂走石】	見“飛沙走石”。
【飛觴走斝】	又作：飛觥獻斝。
【飛聲騰實】	謂名實俱優。
【飛書走檄】	迅速地書寫檔案。
【飛土逐害】	拋擲土丸以逐禽獸。
【飛土逐肉】	見“飛土逐害”。
【飛文染翰】	翰，毛筆。染翰，以筆蘸墨。謂揮筆疾書；撰寫文章。
【飛檐走壁】	指能飛越屋檐，攀登牆壁。形容武藝高強，身體矯捷如飛。
【飛檐走脊】	同“飛檐走壁”。
【飛殃走禍】	同“飛來橫禍”。
【飛揚跋扈】	①謂意氣舉動，越出常軌，不受約束。②驕橫放肆。
【飛鷹奔犬】	同“飛鷹走狗”。
【飛鷹走狗】	放出鷹和狗去追捕鳥獸。指打獵。
【飛鷹走馬】	放鷹追捕和騎馬追逐鳥獸。指打獵。
【飛鷹走犬】	見“飛鷹走狗”。
【飛雲掣電】	形容非常迅速。
【飛災橫禍】	意外的災禍。
【飛針走線】	見“飛針走線”。
【飛珠濺玉】	形容水的飛濺猶如珠玉一般。
【非驢非馬】	《漢書·西域傳下·渠犁》：“（龜茲王）後數來朝賀，樂漢衣服制度，歸其國，治宮室，作徼道周衛，出入傳呼，撞鐘鼓，如漢家儀。外國胡人皆曰：‘驢非驢，馬非馬，若龜茲王，所謂蠃也。’”蠃，即騾，馬驢雜交而生。後用“非驢非馬”形容不倫不類的事物。
【非親非故】	不是親屬也不是故舊。表示彼此過去毫無關係。
【非同小?/span>	傘竣儼煌俺！Ｐ穩萑嘶蚴慮櫚募黃椒病＂諤刂甘慮櫓匾蚴?態嚴重。
【非意相干】	惡意相犯；無故尋釁。
【蜚黃騰達】	比喻功名成就之快。
【蜚鳥盡，良弓藏】	比喻大功告成，出力的人就被拋棄。
【蜚蓬之問】	比喻無根據的傳聞。
【蜚瓦拔木】	形容風力迅猛。
【蜚英騰茂】	《史記·司馬相如列傳》：“蜚英聲，騰茂實。”司馬貞索隱引胡廣曰：“飛揚英華之聲，騰馳茂盛之實也。”後以“蜚英騰茂”稱人的盛名與實際相符。
【肥腸滿腦】	同“腦滿腸肥”。形容不勞而食的人吃得很飽，養得很胖。
【肥冬瘦年】	南宋吳地風俗多重冬至而略歲節，冬至時家家互送節物，有“肥冬瘦年”之諺。見宋無名氏《豹隱紀談》、宋范成大《吳郡志·風俗》。
【肥遯鳴高】	退隱避世，自鳴清高。
【肥甘輕暖】	語出《孟子·梁惠王上》：“為肥甘不足於口與？輕暖不足於體與？”後因以“肥甘輕暖”指生活優裕。
【肥甘輕暖】	見“肥甘輕暖”。
【肥馬輕裘】	語本《論語·雍也》：“赤（公西赤）之適齊也，乘肥馬，衣輕裘。”謂騎著肥壯的駿馬，穿著輕暖的皮袍。後以“肥馬輕裘”形容生活豪華。
【肥頭大耳】	本作“肥頭大面”。多用以形容人肥胖的樣子。
【肥頭大面】	見“肥頭大耳”。
【肥頭胖耳】	見“肥頭大耳”。
【肥魚大肉】	指豐盛的魚肉菜餚。
【匪朝伊夕】	①不止一日。②非晨即夕。極言時間之短。
【匪伊朝夕】	不止一日。
【匪夷所思】	①不是根據常理所能想象到的。匪，非；夷，平常。②謂思想離奇。
【悱惻纏綿】	見“悱惻纏綿”。
【悱惻纏綿】	心緒悲苦而不能排遣。
【斐然成章】	謂富有文彩，文章可觀。《論語·公冶長》：“子在陳，曰：‘歸與！歸與！吾黨之小子狂簡，斐然成章，不知所以裁之。’”劉寶楠正義：“言弟子居魯，所學已就，能成文章可觀也。”一說，謂妄作穿鑿以成文章。見何晏《論語集解》。
【斐然鄉風】	翩然地聞風歸向。
【斐然鄉風】	見“斐然鄉風”。
【斐然鄉風】	翩然地聞風歸向。
【斐然向風】	見“斐然鄉風”。
【吠形吠聲】	亦作“吠影吠聲”。①漢王符《潛夫論·賢難》：“諺曰：‘一犬吠形，百犬吠聲’，世之疾此，固久矣哉！吾傷世之不察真偽之情也。”後遂以“吠形吠聲”或“吠影吠聲”比喻不察真偽，盲目附和。②形容僅據似是而非的跡象進行渲染。
【吠影吠聲】	見“吠形吠聲”。
【廢寢忘餐】	又作：廢寢忘食。
【廢寢忘食】	顧不得睡覺，忘記了吃飯。常形容專心致志。
【廢私立公】	去私為公。
【沸反連天】	見“沸反盈天”。
【沸反盈天】	亦作“沸反連天”。形容極度喧鬧，亂成一片。
【沸沸湯湯】	水騰湧貌。
【沸沸揚揚】	形容議論紛紛，像沸騰的水一樣喧鬧。
【沸天震地】	形容聲音極其喧騰。
【肺腑之言】	發自內心的話。
【費盡心機】	用盡心思；想盡辦法。
【分崩離析】	形容國家、集團或組織分裂瓦解。
【分別門戶】	見“分門別戶”。
【分釵斷帶】	喻夫妻離異。
【分釵劈鳳】	見“分釵斷帶”。
【分床同夢】	比喻雖所做之事不同，但打算一樣。
【分道揚鑣】	亦作“分路揚鑣”。①分道而行。②才力相當，各有千秋。③猶獨樹一幟，各行其是。
【分而治之】	①分別治理。②利用手段使國家、民族或宗教等產生分裂，然後對其進行控制和統治。
【分房減口】	亦作“分身減口”。舊時荒年，為減輕家庭負擔，維持生計，人口多者每使部分外出逃荒，謂分房減口或分身減口。
【分甘共苦】	亦作“分甘同苦”。分享幸福，同擔艱苦。
【分甘同苦】	見“分甘共苦”。
【分工合作】	眾人各司其職，共同從事工作。
【分毫不取】	見“分文不取”。
【分毫不爽】	亦作“分毫無爽”。形容毫無差錯。
【分毫不值】	見“分文不直”。
【分毫無爽】	見“分毫不爽”。
【分毫析釐】	形容分析細緻、深入。
【分花拂柳】	見“分花約柳”。
【分花約柳】	亦作“分花拂柳”。形容女子走路姿態美好。
【分家析產】	見“分煙析產”。
【分斤掰兩】	亦作“分斤撥兩”。亦作“分金掰兩”。形容為人小氣，過分計較。
【分斤撥兩】	見“分斤掰兩”。
【分金掰兩】	見“分斤掰兩”。
【分進合擊】	軍隊從幾個方向前進，協同圍擊同一目標。
【分久必合，合久必分】	謂人或事物變化無常，分合無定。
【分勞赴功】	分擔勞苦，盡職建功。
【分釐毫絲】	形容極細微。
【分路揚鑣】	見“分道揚鑣”。
【分茅賜土】	亦作“分茅錫土”。分茅列土。
【分茅列土】	謂分封侯位和土地。
【分茅裂土】	分茅列土。
【分茅錫土】	見“分茅賜土”。
【分茅胙土】	分茅列土。
【分門別戶】	亦作“分別門戶”。喻分成不同的形式或派別。
【分門別類】	分成各種門類。
【分秒必爭】	形容抓緊時間，毫不放鬆。
【分朋引類】	分成派別，招引同類。
【分貧振窮】	分財物救助窮困的人。
【分情破愛】	謂對原所愛之人不忠，移情於新歡。
【分三別兩】	同“分星擘兩”。
【分身減口】	見“分房減口”。
【分絲析縷】	喻明察入微。
【分條析理】	形容言談有條有理，深刻精闢。
【分庭伉禮】	見“分庭抗禮”。
【分庭抗禮】	亦作“分庭伉禮”。①以平等之禮節相見。古代賓主相見時，主人站在庭院的東邊，客人站在西邊，相對行禮，以示平等。②彼此地位相同或勢力相等，可以抗衡。
【分文不取】	亦作“分文未取”。亦作“分毫不取”。一分錢也不要。
【分文不直】	亦作“分文不值”。亦作“分毫不值”。形容毫無價值。
【分文不值】	見“分文不直”。
【分文未取】	見“分文不取”。
【分我杯羹】	語出《史記·項羽本記》：“當此時，彭越數反梁地，絕楚糧食，項王患之。為高俎，置太公其上，告漢王曰：‘今不急下，吾烹太公。’漢王曰‘吾與項羽俱北面受命懷王，曰“約為兄弟”，吾翁即若翁，必欲烹而翁，則幸分我一桮羹。’”桮，即“杯”。後謂從他人那裡分享嬪Q益為“分我杯羹”。
【分香賣履】	東漢末，曹操造銅雀台，臨終時吩咐諸妾：“汝等時時登銅雀台，望吾西陵墓田。”又云：“餘香可分與諸夫人。諸舍中無為，學作履組賣也。”見晉陸機《弔魏武帝文》序。後以“分香賣履”喻臨死不忘妻妾。
【分宵達曙】	猶通宵達旦。
【分鞋破鏡】	唐孟棨《本事詩·情感》載，南朝陳徐德言娶陳後主妹樂昌公主為妻，公主有才貌。陳亡之際，德言料不能夫妻相守，於是破一鏡，夫妻各執一半，相約日後合鏡相會，又明陶宗儀《輟耕錄·賢妻致貴》載，宋程鵬舉被虜于張萬戶家為奴，娶張所虜宦家女某氏為妻。妻見程才貌不凡，非久居人後者，屢勸程逃亡。程疑妻受張所使試探自己，即以告張，妻因此被張趕出。妻臨行，脫繡鞋一隻換程鞋一隻，期望日後執此相見。後因以“分鞋破鏡”喻夫妻分離。
【分心掛腹】	形容十分掛念。
【分星撥兩】	又作：斤斤計較。
【分星擘兩】	詳細分說；清楚，明白。
【分星劈兩】	詳細分說。
【分形共氣】	見“分形同氣”。
【分形連氣】	見“分形同氣”。
【分形同氣】	亦作“分形共氣”。亦作“分形連氣”。語出《呂氏春秋·精通》：“父母之於子也，子之於父母也，一體而兩分，同氣而異息。”謂形體各別，氣息相通。形容父母與子女的關係十分密切。後亦用於兄弟間。
【分煙析產】	亦作“分煙析生”。亦作“分家析產”。謂分家。分割財產，各自過活。
